date,vehicle_number,mileage,failure_category,failure_name,symptoms,cost,repair_duration,daily_load
2023-01-05,BK9057HC,1007430,Brakes,Brake Fluid Leak,Soft brake pedal,477.43,5,691
2023-01-05,BK9057HC,1007430,Electrical,Alternator Failure,Battery warning light,217.85,2,691
2023-01-05,BK2218ET,852518,Suspension,Shock Absorber Failure,Bumpy ride,461.29,10,1450
2023-01-05,BK2218ET,852518,Electrical,Alternator Failure,Battery warning light,371.88,3,1450
2023-01-05,BK2218ET,852518,Brakes,Brake Fluid Leak,Soft brake pedal,309.96,5,1450
2023-01-05,BK2218ET,852518,Electrical,Starter Motor Failure,Clicking noise,227.85,2,1450
2023-01-05,BK4570CK,1296378,Engine,Turbo Failure,Whistling noise,1536.04,10,865
2023-01-05,BK4570CK,1296378,Electrical,Starter Motor Failure,Clicking noise,385.02,2,865
2023-01-05,BK2218ET,852518,Brakes,Brake Pad Wear,Squeaking noise,196.89,2,1450
2023-01-06,BK4570CK,1297105,Transmission,Gearbox Failure,Grinding noise,2588.49,19,1313
2023-01-06,BK2218ET,853255,Brakes,Brake Line Failure,Brake warning light,471.3,3,580
2023-01-06,BK2218ET,853255,Brakes,Brake Fluid Leak,Soft brake pedal,300.11,3,580
2023-01-06,BK2218ET,853255,Transmission,Gearbox Failure,Grinding noise,3774.34,11,580
2023-01-06,BK2218ET,853255,Engine,Turbo Failure,Whistling noise,2674.1,9,580
2023-01-06,BK2218ET,853255,Electrical,Starter Motor Failure,Clicking noise,366.87,1,580
2023-01-06,BK9057HC,1008175,Brakes,Brake Fluid Leak,Soft brake pedal,202.28,2,1404
2023-01-06,BK9057HC,1008175,Brakes,Brake Line Failure,Brake warning light,382.1,2,1404
2023-01-06,BK4570CK,1297105,Brakes,Brake Pad Wear,Squeaking noise,272.2,1,1313
2023-01-06,BK9057HC,1008175,Brakes,Brake Pad Wear,Squeaking noise,155.02,1,1404
2023-01-07,BK9057HC,1008920,Electrical,Alternator Failure,Battery warning light,400.74,1,1105
2023-01-07,BK2218ET,853992,Engine,Engine Failure,Engine knocking,2673.87,15,593
2023-01-07,BK4570CK,1297832,Axle,Differential Failure,Grinding noise,1891.08,14,722
2023-01-07,BK2218ET,853992,Brakes,Brake Pad Wear,Squeaking noise,225.05,2,593
2023-01-07,BK4570CK,1297832,Electrical,Battery Failure,Engine won’t start,208.23,1,722
2023-01-08,BK2218ET,854729,Suspension,Ball Joint Failure,Clunking noise,504.76,4,908
2023-01-08,BK2218ET,854729,Brakes,Brake Line Failure,Brake warning light,564.63,3,908
2023-01-08,BK2218ET,854729,Electrical,Alternator Failure,Battery warning light,426.26,1,908
2023-01-08,BK9057HC,1009665,Engine,Turbo Failure,Whistling noise,2213.08,9,1479
2023-01-08,BK4570CK,1298559,Suspension,Shock Absorber Failure,Bumpy ride,802.82,5,1262
2023-01-08,BK4570CK,1298559,Transmission,Clutch Failure,Difficulty shifting,1165.97,3,1262
2023-01-08,BK4570CK,1298559,Engine,Engine Failure,Engine knocking,4842.7,14,1262
2023-01-08,BK2218ET,854729,Axle,Differential Failure,Grinding noise,1220.99,11,908
2023-01-09,BK2218ET,855466,Engine,Oil Leak,Oil spots,1401.29,3,717
2023-01-09,BK9057HC,1010410,Brakes,Brake Fluid Leak,Soft brake pedal,347.44,2,680
2023-01-09,BK4570CK,1299286,Transmission,Gearbox Failure,Grinding noise,3902.66,17,816
2023-01-09,BK4570CK,1299286,Transmission,Transmission Failure,Slipping gears,3224.62,26,816
2023-01-09,BK4570CK,1299286,Axle,Spring Breakage,Unusual noises,665.51,3,816
2023-01-09,BK4570CK,1299286,Engine,Oil Leak,Oil spots,1495.66,3,816
2023-01-09,BK4570CK,1299286,Electrical,Battery Failure,Engine won’t start,216.64,1,816
2023-01-09,BK2218ET,855466,Transmission,Gearbox Failure,Grinding noise,2086.97,14,717
2023-01-10,BK4570CK,1300013,Electrical,Starter Motor Failure,Clicking noise,167.11,2,1467
2023-01-10,BK2218ET,856203,Axle,Differential Failure,Grinding noise,1787.22,13,1077
2023-01-10,BK2218ET,856203,Transmission,Transmission Failure,Slipping gears,4902.97,28,1077
2023-01-10,BK9057HC,1011155,Electrical,Starter Motor Failure,Clicking noise,338.21,1,540
2023-01-10,BK9057HC,1011155,Brakes,Brake Fluid Leak,Soft brake pedal,476.31,4,540
2023-01-10,BK9057HC,1011155,Engine,Radiator Failure,Overheating,1498.85,8,540
2023-01-10,BK9057HC,1011155,Transmission,Clutch Failure,Difficulty shifting,2479.17,4,540
2023-01-10,BK2218ET,856203,Electrical,Starter Motor Failure,Clicking noise,267.83,2,1077
2023-01-11,BK2218ET,856940,Electrical,Battery Failure,Engine won’t start,140.04,1,1075
2023-01-11,BK4570CK,1300740,Axle,Axle Failure,Vehicle stops,2717.49,14,792
2023-01-11,BK2218ET,856940,Transmission,Transmission Failure,Slipping gears,4802.9,30,1075
2023-01-11,BK2218ET,856940,Axle,Spring Breakage,Unusual noises,558.87,5,1075
2023-01-11,BK9057HC,1011900,Axle,Differential Failure,Grinding noise,1985.22,9,945
2023-01-11,BK9057HC,1011900,Electrical,Alternator Failure,Battery warning light,489.76,1,945
2023-01-11,BK9057HC,1011900,Electrical,Starter Motor Failure,Clicking noise,174.9,2,945
2023-01-11,BK9057HC,1011900,Suspension,Ball Joint Failure,Clunking noise,227.92,2,945
2023-01-11,BK2218ET,856940,Transmission,Clutch Failure,Difficulty shifting,1086.05,5,1075
2023-01-12,BK9057HC,1012645,Electrical,Alternator Failure,Battery warning light,260.76,2,947
2023-01-12,BK9057HC,1012645,Electrical,Battery Failure,Engine won’t start,259.19,2,947
2023-01-12,BK4570CK,1301467,Engine,Engine Failure,Engine knocking,3804.27,27,674
2023-01-12,BK4570CK,1301467,Axle,Axle Failure,Vehicle stops,2379.17,18,674
2023-01-12,BK4570CK,1301467,Brakes,Brake Pad Wear,Squeaking noise,290.69,2,674
2023-01-12,BK2218ET,857677,Engine,Oil Leak,Oil spots,1017.55,4,819
2023-01-12,BK2218ET,857677,Axle,Differential Failure,Grinding noise,1719.02,11,819
2023-01-12,BK4570CK,1301467,Axle,Differential Failure,Grinding noise,1542.65,9,674
2023-01-13,BK2218ET,858414,Axle,Spring Breakage,Unusual noises,752.19,5,1178
2023-01-13,BK2218ET,858414,Transmission,Gearbox Failure,Grinding noise,3968.94,16,1178
2023-01-13,BK2218ET,858414,Suspension,Shock Absorber Failure,Bumpy ride,765.49,6,1178
2023-01-13,BK4570CK,1302194,Suspension,Ball Joint Failure,Clunking noise,233.39,2,779
2023-01-13,BK4570CK,1302194,Transmission,Clutch Failure,Difficulty shifting,1039.1,3,779
2023-01-13,BK4570CK,1302194,Suspension,Shock Absorber Failure,Bumpy ride,787.01,7,779
2023-01-13,BK4570CK,1302194,Brakes,Brake Line Failure,Brake warning light,457.92,1,779
2023-01-13,BK4570CK,1302194,Electrical,Starter Motor Failure,Clicking noise,220.07,1,779
2023-01-13,BK9057HC,1013390,Brakes,Brake Pad Wear,Squeaking noise,287.37,2,586
2023-01-13,BK4570CK,1302194,Brakes,Brake Pad Wear,Squeaking noise,251.18,2,779
2023-01-14,BK9057HC,1014135,Engine,Turbo Failure,Whistling noise,1959.92,7,545
2023-01-14,BK9057HC,1014135,Engine,Oil Leak,Oil spots,1186.76,6,545
2023-01-14,BK9057HC,1014135,Transmission,Transmission Failure,Slipping gears,2914.86,21,545
2023-01-14,BK4570CK,1302921,Electrical,Starter Motor Failure,Clicking noise,372.91,1,975
2023-01-14,BK4570CK,1302921,Suspension,Shock Absorber Failure,Bumpy ride,485.43,7,975
2023-01-14,BK9057HC,1014135,Electrical,Alternator Failure,Battery warning light,410.65,2,545
2023-01-14,BK4570CK,1302921,Engine,Oil Leak,Oil spots,1282.19,4,975
2023-01-14,BK4570CK,1302921,Brakes,Brake Pad Wear,Squeaking noise,165.51,2,975
2023-01-14,BK2218ET,859151,Transmission,Transmission Failure,Slipping gears,5968.07,30,573
2023-01-14,BK2218ET,859151,Brakes,Brake Pad Wear,Squeaking noise,224.26,1,573
2023-01-14,BK2218ET,859151,Brakes,Brake Fluid Leak,Soft brake pedal,299.51,3,573
2023-01-14,BK2218ET,859151,Electrical,Alternator Failure,Battery warning light,458.15,3,573
2023-01-14,BK2218ET,859151,Engine,Oil Leak,Oil spots,1222.29,6,573
2023-01-15,BK4570CK,1303648,Suspension,Ball Joint Failure,Clunking noise,377.24,2,818
2023-01-15,BK4570CK,1303648,Brakes,Brake Pad Wear,Squeaking noise,284.09,2,818
2023-01-15,BK4570CK,1303648,Engine,Engine Failure,Engine knocking,2062.31,17,818
2023-01-15,BK9057HC,1014880,Suspension,Ball Joint Failure,Clunking noise,325.87,2,1080
2023-01-15,BK9057HC,1014880,Brakes,Brake Pad Wear,Squeaking noise,219.31,1,1080
2023-01-15,BK9057HC,1014880,Axle,Differential Failure,Grinding noise,1469.03,8,1080
2023-01-15,BK9057HC,1014880,Engine,Radiator Failure,Overheating,1170.67,9,1080
2023-01-15,BK9057HC,1014880,Engine,Oil Leak,Oil spots,679.93,4,1080
2023-01-15,BK9057HC,1014880,Engine,Turbo Failure,Whistling noise,2150.07,12,1080
2023-01-15,BK2218ET,859888,Electrical,Starter Motor Failure,Clicking noise,264.46,2,1216
2023-01-15,BK4570CK,1303648,Axle,Differential Failure,Grinding noise,1766.55,12,818
2023-01-15,BK4570CK,1303648,Engine,Turbo Failure,Whistling noise,2641.53,9,818
2023-01-15,BK2218ET,859888,Electrical,Battery Failure,Engine won’t start,240.72,2,1216
2023-01-15,BK2218ET,859888,Transmission,Gearbox Failure,Grinding noise,2084.85,17,1216
2023-01-15,BK2218ET,859888,Axle,Differential Failure,Grinding noise,1988.25,8,1216
2023-01-15,BK2218ET,859888,Engine,Radiator Failure,Overheating,1684.32,5,1216
2023-01-16,BK2218ET,860625,Brakes,Brake Pad Wear,Squeaking noise,213.66,1,821
2023-01-16,BK2218ET,860625,Electrical,Battery Failure,Engine won’t start,204.07,2,821
2023-01-16,BK9057HC,1015625,Engine,Turbo Failure,Whistling noise,2404.12,11,1290
2023-01-16,BK9057HC,1015625,Axle,Spring Breakage,Unusual noises,723.11,5,1290
2023-01-16,BK4570CK,1304375,Axle,Differential Failure,Grinding noise,1670.59,14,1163
2023-01-16,BK4570CK,1304375,Axle,Spring Breakage,Unusual noises,526.59,3,1163
2023-01-16,BK4570CK,1304375,Engine,Engine Failure,Engine knocking,2143.68,26,1163
2023-01-17,BK4570CK,1305102,Engine,Oil Leak,Oil spots,1309.82,6,975
2023-01-17,BK2218ET,861362,Electrical,Starter Motor Failure,Clicking noise,216.94,1,898
2023-01-17,BK4570CK,1305102,Transmission,Transmission Failure,Slipping gears,3934.98,20,975
2023-01-17,BK2218ET,861362,Suspension,Shock Absorber Failure,Bumpy ride,976.12,10,898
2023-01-17,BK9057HC,1016370,Brakes,Brake Pad Wear,Squeaking noise,209.17,1,605
2023-01-17,BK2218ET,861362,Electrical,Battery Failure,Engine won’t start,121.75,2,898
2023-01-17,BK4570CK,1305102,Electrical,Alternator Failure,Battery warning light,433.14,1,975
2023-01-17,BK4570CK,1305102,Brakes,Brake Fluid Leak,Soft brake pedal,244.76,5,975
2023-01-17,BK4570CK,1305102,Transmission,Gearbox Failure,Grinding noise,2025.58,20,975
2023-01-17,BK4570CK,1305102,Transmission,Clutch Failure,Difficulty shifting,1229.38,2,975
2023-01-17,BK4570CK,1305102,Engine,Engine Failure,Engine knocking,4803.68,23,975
2023-01-17,BK4570CK,1305102,Brakes,Brake Line Failure,Brake warning light,444.97,2,975
2023-01-17,BK2218ET,861362,Axle,Differential Failure,Grinding noise,1842.54,13,898
2023-01-18,BK2218ET,862099,Brakes,Brake Fluid Leak,Soft brake pedal,219.04,2,863
2023-01-18,BK2218ET,862099,Engine,Radiator Failure,Overheating,1769.27,5,863
2023-01-18,BK2218ET,862099,Engine,Turbo Failure,Whistling noise,2987.78,13,863
2023-01-18,BK2218ET,862099,Engine,Engine Failure,Engine knocking,2707.9,26,863
2023-01-18,BK9057HC,1017115,Electrical,Battery Failure,Engine won’t start,156.31,1,796
2023-01-18,BK9057HC,1017115,Engine,Radiator Failure,Overheating,1061.1,10,796
2023-01-18,BK2218ET,862099,Electrical,Starter Motor Failure,Clicking noise,366.53,2,863
2023-01-18,BK4570CK,1305829,Electrical,Alternator Failure,Battery warning light,241.06,2,1140
2023-01-18,BK4570CK,1305829,Suspension,Shock Absorber Failure,Bumpy ride,632.22,10,1140
2023-01-19,BK4570CK,1306556,Transmission,Transmission Failure,Slipping gears,4694.47,18,715
2023-01-19,BK4570CK,1306556,Suspension,Shock Absorber Failure,Bumpy ride,827.64,10,715
2023-01-19,BK4570CK,1306556,Electrical,Battery Failure,Engine won’t start,274.4,2,715
2023-01-19,BK4570CK,1306556,Transmission,Clutch Failure,Difficulty shifting,1752.97,3,715
2023-01-19,BK4570CK,1306556,Engine,Engine Failure,Engine knocking,3417.17,14,715
2023-01-19,BK9057HC,1017860,Brakes,Brake Line Failure,Brake warning light,672.67,1,666
2023-01-19,BK2218ET,862836,Electrical,Alternator Failure,Battery warning light,355.38,2,1474
2023-01-19,BK2218ET,862836,Engine,Turbo Failure,Whistling noise,2210.82,13,1474
2023-01-19,BK2218ET,862836,Engine,Oil Leak,Oil spots,814.9,5,1474
2023-01-20,BK2218ET,863573,Electrical,Battery Failure,Engine won’t start,193.78,1,1026
2023-01-20,BK2218ET,863573,Electrical,Alternator Failure,Battery warning light,385.21,3,1026
2023-01-20,BK2218ET,863573,Suspension,Ball Joint Failure,Clunking noise,531.75,2,1026
2023-01-20,BK2218ET,863573,Axle,Differential Failure,Grinding noise,1240.93,14,1026
2023-01-20,BK2218ET,863573,Transmission,Gearbox Failure,Grinding noise,3813.53,19,1026
2023-01-20,BK2218ET,863573,Brakes,Brake Fluid Leak,Soft brake pedal,345.21,2,1026
2023-01-20,BK9057HC,1018605,Axle,Differential Failure,Grinding noise,1656.55,7,978
2023-01-20,BK9057HC,1018605,Suspension,Ball Joint Failure,Clunking noise,325.35,2,978
2023-01-20,BK4570CK,1307283,Engine,Turbo Failure,Whistling noise,2276.99,13,1380
2023-01-20,BK4570CK,1307283,Brakes,Brake Fluid Leak,Soft brake pedal,424.03,3,1380
2023-01-20,BK9057HC,1018605,Transmission,Clutch Failure,Difficulty shifting,863.38,4,978
2023-01-21,BK9057HC,1019350,Suspension,Shock Absorber Failure,Bumpy ride,568.1,10,1028
2023-01-21,BK4570CK,1308010,Axle,Differential Failure,Grinding noise,1327.76,10,675
2023-01-21,BK4570CK,1308010,Brakes,Brake Fluid Leak,Soft brake pedal,253.05,4,675
2023-01-21,BK2218ET,864310,Brakes,Brake Pad Wear,Squeaking noise,283.93,1,1473
2023-01-21,BK4570CK,1308010,Brakes,Brake Line Failure,Brake warning light,407.16,2,675
2023-01-22,BK4570CK,1308737,Brakes,Brake Fluid Leak,Soft brake pedal,360.12,2,1456
2023-01-22,BK4570CK,1308737,Electrical,Alternator Failure,Battery warning light,316.21,3,1456
2023-01-22,BK2218ET,865047,Suspension,Ball Joint Failure,Clunking noise,514.64,3,845
2023-01-22,BK2218ET,865047,Transmission,Clutch Failure,Difficulty shifting,1951.82,4,845
2023-01-22,BK2218ET,865047,Engine,Radiator Failure,Overheating,875.24,6,845
2023-01-22,BK2218ET,865047,Electrical,Starter Motor Failure,Clicking noise,315.68,1,845
2023-01-22,BK2218ET,865047,Axle,Axle Failure,Vehicle stops,1573.59,21,845
2023-01-22,BK2218ET,865047,Suspension,Shock Absorber Failure,Bumpy ride,719.31,5,845
2023-01-23,BK9057HC,1020840,Engine,Turbo Failure,Whistling noise,2228.53,8,1150
2023-01-23,BK9057HC,1020840,Brakes,Brake Pad Wear,Squeaking noise,180.86,1,1150
2023-01-23,BK2218ET,865784,Axle,Differential Failure,Grinding noise,1312.65,7,769
2023-01-24,BK4570CK,1310191,Electrical,Alternator Failure,Battery warning light,224.04,1,760
2023-01-24,BK2218ET,866521,Electrical,Starter Motor Failure,Clicking noise,288.73,1,635
2023-01-24,BK9057HC,1021585,Brakes,Brake Fluid Leak,Soft brake pedal,451.36,3,828
2023-01-24,BK9057HC,1021585,Brakes,Brake Pad Wear,Squeaking noise,297.73,1,828
2023-01-24,BK9057HC,1021585,Engine,Engine Failure,Engine knocking,3781.79,15,828
2023-01-24,BK2218ET,866521,Electrical,Alternator Failure,Battery warning light,346.46,1,635
2023-01-24,BK2218ET,866521,Brakes,Brake Pad Wear,Squeaking noise,180.48,1,635
2023-01-24,BK2218ET,866521,Engine,Turbo Failure,Whistling noise,2110.54,14,635
2023-01-25,BK9057HC,1022330,Electrical,Battery Failure,Engine won’t start,102.85,2,836
2023-01-25,BK4570CK,1310918,Transmission,Transmission Failure,Slipping gears,3987.17,15,1029
2023-01-25,BK4570CK,1310918,Electrical,Battery Failure,Engine won’t start,206.4,1,1029
2023-01-25,BK9057HC,1022330,Brakes,Brake Pad Wear,Squeaking noise,235.71,1,836
2023-01-25,BK9057HC,1022330,Engine,Turbo Failure,Whistling noise,2419.99,8,836
2023-01-25,BK4570CK,1310918,Brakes,Brake Line Failure,Brake warning light,622.64,1,1029
2023-01-25,BK2218ET,867258,Axle,Differential Failure,Grinding noise,1297.31,14,1309
2023-01-25,BK2218ET,867258,Transmission,Gearbox Failure,Grinding noise,2794.57,15,1309
2023-01-26,BK2218ET,867995,Brakes,Brake Pad Wear,Squeaking noise,270.32,2,1035
2023-01-26,BK4570CK,1311645,Transmission,Gearbox Failure,Grinding noise,3990.12,15,1327
2023-01-26,BK4570CK,1311645,Transmission,Transmission Failure,Slipping gears,4528.3,24,1327
2023-01-26,BK4570CK,1311645,Axle,Spring Breakage,Unusual noises,692.76,5,1327
2023-01-26,BK4570CK,1311645,Electrical,Battery Failure,Engine won’t start,177.08,2,1327
2023-01-26,BK2218ET,867995,Electrical,Alternator Failure,Battery warning light,459.04,3,1035
2023-01-26,BK2218ET,867995,Suspension,Shock Absorber Failure,Bumpy ride,793.56,8,1035
2023-01-26,BK4570CK,1311645,Engine,Oil Leak,Oil spots,1159.72,7,1327
2023-01-26,BK4570CK,1311645,Engine,Turbo Failure,Whistling noise,2160.4,14,1327
2023-01-26,BK9057HC,1023075,Suspension,Ball Joint Failure,Clunking noise,591.29,4,552
2023-01-27,BK9057HC,1023820,Axle,Axle Failure,Vehicle stops,2128.66,20,1247
2023-01-27,BK4570CK,1312372,Engine,Turbo Failure,Whistling noise,1786.34,13,732
2023-01-27,BK9057HC,1023820,Transmission,Clutch Failure,Difficulty shifting,913.86,4,1247
2023-01-27,BK9057HC,1023820,Electrical,Battery Failure,Engine won’t start,252.96,2,1247
2023-01-27,BK9057HC,1023820,Suspension,Shock Absorber Failure,Bumpy ride,445.39,6,1247
2023-01-27,BK4570CK,1312372,Transmission,Transmission Failure,Slipping gears,5212.77,24,732
2023-01-27,BK9057HC,1023820,Axle,Differential Failure,Grinding noise,1397.06,11,1247
2023-01-28,BK4570CK,1313099,Electrical,Battery Failure,Engine won’t start,252.21,2,598
2023-01-28,BK4570CK,1313099,Brakes,Brake Fluid Leak,Soft brake pedal,313.21,4,598
2023-01-28,BK9057HC,1024565,Axle,Axle Failure,Vehicle stops,2911.96,17,622
2023-01-28,BK2218ET,869469,Transmission,Transmission Failure,Slipping gears,4576.92,25,887
2023-01-28,BK2218ET,869469,Transmission,Gearbox Failure,Grinding noise,2828.81,13,887
2023-01-28,BK4570CK,1313099,Engine,Turbo Failure,Whistling noise,2167.4,12,598
2023-01-28,BK4570CK,1313099,Engine,Radiator Failure,Overheating,1000.75,6,598
2023-01-29,BK4570CK,1313826,Electrical,Battery Failure,Engine won’t start,182.94,1,654
2023-01-29,BK4570CK,1313826,Engine,Oil Leak,Oil spots,662.92,3,654
2023-01-29,BK9057HC,1025310,Axle,Differential Failure,Grinding noise,1662.7,13,847
2023-01-29,BK9057HC,1025310,Engine,Radiator Failure,Overheating,1024.88,9,847
2023-01-29,BK2218ET,870206,Engine,Radiator Failure,Overheating,1047.61,7,709
2023-01-29,BK2218ET,870206,Brakes,Brake Pad Wear,Squeaking noise,239.65,1,709
2023-01-29,BK9057HC,1025310,Engine,Oil Leak,Oil spots,1490.44,7,847
2023-01-29,BK9057HC,1025310,Brakes,Brake Line Failure,Brake warning light,603.4,2,847
2023-01-29,BK9057HC,1025310,Axle,Spring Breakage,Unusual noises,736.94,3,847
2023-01-30,BK4570CK,1314553,Electrical,Starter Motor Failure,Clicking noise,245.91,2,1375
2023-01-30,BK4570CK,1314553,Transmission,Gearbox Failure,Grinding noise,2926.64,16,1375
2023-01-30,BK2218ET,870943,Engine,Turbo Failure,Whistling noise,2235.27,14,1420
2023-01-30,BK9057HC,1026055,Engine,Turbo Failure,Whistling noise,1807.31,10,721
2023-01-30,BK9057HC,1026055,Axle,Axle Failure,Vehicle stops,1542.71,16,721
2023-01-30,BK4570CK,1314553,Suspension,Ball Joint Failure,Clunking noise,460.7,2,1375
2023-01-31,BK2218ET,871680,Electrical,Alternator Failure,Battery warning light,331.63,3,742
2023-01-31,BK4570CK,1315280,Engine,Radiator Failure,Overheating,913.66,5,597
2023-01-31,BK9057HC,1026800,Electrical,Alternator Failure,Battery warning light,241.62,3,1040
2023-01-31,BK4570CK,1315280,Axle,Axle Failure,Vehicle stops,1699.53,17,597
2023-01-31,BK4570CK,1315280,Brakes,Brake Fluid Leak,Soft brake pedal,468.06,3,597
2023-01-31,BK4570CK,1315280,Engine,Oil Leak,Oil spots,526.86,3,597
2023-02-01,BK4570CK,1316007,Brakes,Brake Line Failure,Brake warning light,602.87,1,996
2023-02-01,BK9057HC,1027545,Suspension,Shock Absorber Failure,Bumpy ride,701.85,5,1042
2023-02-01,BK4570CK,1316007,Engine,Oil Leak,Oil spots,1024.57,3,996
2023-02-02,BK4570CK,1316734,Engine,Engine Failure,Engine knocking,4139.32,23,584
2023-02-02,BK4570CK,1316734,Axle,Axle Failure,Vehicle stops,2589.96,21,584
2023-02-02,BK9057HC,1028290,Axle,Differential Failure,Grinding noise,1205.61,10,1398
2023-02-02,BK9057HC,1028290,Electrical,Alternator Failure,Battery warning light,288.73,2,1398
2023-02-02,BK4570CK,1316734,Transmission,Transmission Failure,Slipping gears,3511.76,19,584
2023-02-02,BK2218ET,873154,Suspension,Ball Joint Failure,Clunking noise,383.02,2,567
2023-02-02,BK2218ET,873154,Electrical,Battery Failure,Engine won’t start,103.28,1,567
2023-02-02,BK2218ET,873154,Transmission,Clutch Failure,Difficulty shifting,2427.75,4,567
2023-02-03,BK4570CK,1317461,Brakes,Brake Fluid Leak,Soft brake pedal,400.3,2,570
2023-02-03,BK9057HC,1029035,Suspension,Ball Joint Failure,Clunking noise,448.95,3,1384
2023-02-03,BK9057HC,1029035,Engine,Oil Leak,Oil spots,1024.3,7,1384
2023-02-03,BK4570CK,1317461,Electrical,Alternator Failure,Battery warning light,228.52,2,570
2023-02-03,BK2218ET,873891,Electrical,Battery Failure,Engine won’t start,109.96,2,895
2023-02-04,BK2218ET,874628,Brakes,Brake Pad Wear,Squeaking noise,293.76,1,1423
2023-02-04,BK9057HC,1029780,Electrical,Starter Motor Failure,Clicking noise,320.62,1,985
2023-02-04,BK2218ET,874628,Transmission,Gearbox Failure,Grinding noise,2685.55,11,1423
2023-02-04,BK4570CK,1318188,Transmission,Gearbox Failure,Grinding noise,3445.89,17,765
2023-02-04,BK2218ET,874628,Engine,Oil Leak,Oil spots,587.69,5,1423
2023-02-04,BK4570CK,1318188,Transmission,Clutch Failure,Difficulty shifting,2478.06,4,765
2023-02-04,BK4570CK,1318188,Axle,Spring Breakage,Unusual noises,560.36,5,765
2023-02-04,BK4570CK,1318188,Engine,Radiator Failure,Overheating,1714.85,7,765
2023-02-04,BK2218ET,874628,Electrical,Alternator Failure,Battery warning light,260.81,3,1423
2023-02-04,BK2218ET,874628,Brakes,Brake Fluid Leak,Soft brake pedal,247.93,3,1423
2023-02-04,BK4570CK,1318188,Transmission,Transmission Failure,Slipping gears,4916.22,22,765
2023-02-05,BK4570CK,1318915,Engine,Engine Failure,Engine knocking,2418.03,18,799
2023-02-05,BK2218ET,875365,Engine,Radiator Failure,Overheating,1491.77,7,869
2023-02-05,BK4570CK,1318915,Brakes,Brake Fluid Leak,Soft brake pedal,272.35,2,799
2023-02-05,BK9057HC,1030525,Engine,Engine Failure,Engine knocking,3219.74,24,783
2023-02-05,BK4570CK,1318915,Axle,Differential Failure,Grinding noise,1344.73,12,799
2023-02-06,BK4570CK,1319642,Electrical,Battery Failure,Engine won’t start,201.61,1,1275
2023-02-06,BK4570CK,1319642,Electrical,Alternator Failure,Battery warning light,398.53,3,1275
2023-02-06,BK9057HC,1031270,Electrical,Battery Failure,Engine won’t start,115.49,1,542
2023-02-06,BK9057HC,1031270,Engine,Radiator Failure,Overheating,1481.79,10,542
2023-02-06,BK4570CK,1319642,Axle,Differential Failure,Grinding noise,1026.65,12,1275
2023-02-06,BK2218ET,876102,Engine,Radiator Failure,Overheating,830.91,6,1234
2023-02-07,BK9057HC,1032015,Brakes,Brake Fluid Leak,Soft brake pedal,341.2,5,772
2023-02-07,BK2218ET,876839,Engine,Oil Leak,Oil spots,633.93,7,862
2023-02-07,BK2218ET,876839,Axle,Differential Failure,Grinding noise,1734.47,14,862
2023-02-07,BK2218ET,876839,Transmission,Clutch Failure,Difficulty shifting,924.75,3,862
2023-02-07,BK2218ET,876839,Electrical,Alternator Failure,Battery warning light,211.32,2,862
2023-02-07,BK4570CK,1320369,Brakes,Brake Line Failure,Brake warning light,359.89,2,921
2023-02-07,BK4570CK,1320369,Brakes,Brake Pad Wear,Squeaking noise,164.14,1,921
2023-02-07,BK4570CK,1320369,Engine,Turbo Failure,Whistling noise,2271.77,13,921
2023-02-07,BK4570CK,1320369,Electrical,Alternator Failure,Battery warning light,458.92,3,921
2023-02-07,BK4570CK,1320369,Electrical,Battery Failure,Engine won’t start,278.07,1,921
2023-02-08,BK4570CK,1321096,Engine,Radiator Failure,Overheating,878.06,10,1479
2023-02-08,BK4570CK,1321096,Brakes,Brake Line Failure,Brake warning light,696.19,3,1479
2023-02-08,BK4570CK,1321096,Electrical,Starter Motor Failure,Clicking noise,237.59,2,1479
2023-02-08,BK2218ET,877576,Brakes,Brake Pad Wear,Squeaking noise,267.49,2,1230
2023-02-08,BK2218ET,877576,Transmission,Transmission Failure,Slipping gears,4550.81,17,1230
2023-02-08,BK2218ET,877576,Engine,Turbo Failure,Whistling noise,2540.97,9,1230
2023-02-08,BK4570CK,1321096,Axle,Differential Failure,Grinding noise,1150.3,10,1479
2023-02-09,BK2218ET,878313,Axle,Axle Failure,Vehicle stops,1874.15,21,762
2023-02-09,BK2218ET,878313,Transmission,Transmission Failure,Slipping gears,3596.45,26,762
2023-02-09,BK9057HC,1033505,Brakes,Brake Line Failure,Brake warning light,532.71,2,1155
2023-02-09,BK4570CK,1321823,Suspension,Ball Joint Failure,Clunking noise,305.1,3,1408
2023-02-09,BK9057HC,1033505,Transmission,Gearbox Failure,Grinding noise,3645.53,13,1155
2023-02-09,BK2218ET,878313,Brakes,Brake Pad Wear,Squeaking noise,281.88,1,762
2023-02-09,BK2218ET,878313,Electrical,Starter Motor Failure,Clicking noise,335.07,1,762
2023-02-10,BK2218ET,879050,Electrical,Starter Motor Failure,Clicking noise,292.21,1,1383
2023-02-10,BK4570CK,1322550,Transmission,Clutch Failure,Difficulty shifting,1509.42,5,1448
2023-02-10,BK4570CK,1322550,Transmission,Transmission Failure,Slipping gears,4921.21,17,1448
2023-02-10,BK2218ET,879050,Transmission,Gearbox Failure,Grinding noise,2752.5,11,1383
2023-02-10,BK2218ET,879050,Transmission,Clutch Failure,Difficulty shifting,1384.21,5,1383
